document_name,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
instagram,0.08337706,0.08351494,0.083338566,0.5828657,0.08333674,0.08356701
subscrib,0.08335014,0.08335079,0.08500436,0.5815941,0.08335048,0.08335009
youtub,0.08333931,0.08334084,0.08346698,0.5830309,0.08333958,0.083482414
channel,0.08428585,0.083375014,0.08337251,0.5822193,0.0833738,0.08337353
get,0.08417114,0.08415833,0.5788985,0.084419526,0.08455461,0.0837979
support,0.08421715,0.08383229,0.083521426,0.581027,0.08352445,0.083877675
have,0.08365756,0.083349615,0.08368371,0.084613875,0.58098525,0.083710015
issu,0.0833487,0.084043376,0.5809068,0.08463141,0.083349265,0.083720446
want,0.08414515,0.08346753,0.08402979,0.08343617,0.083475545,0.5814458
share,0.084436074,0.08430615,0.083928876,0.5788632,0.08427854,0.084187165
idea,0.08371553,0.083350874,0.08373507,0.5824974,0.08335058,0.0833505
Go,0.08335774,0.08335901,0.5814371,0.08419289,0.08429555,0.083357744
b'amaz,0.08336183,0.5831885,0.083361946,0.08336272,0.08336292,0.08336209
magic,0.08354785,0.5829957,0.0833382,0.08333791,0.08333788,0.08344245
doodl,0.08342838,0.58322036,0.083337724,0.08333786,0.08333789,0.08333778
game,0.083343565,0.08457264,0.08334362,0.08334404,0.08334403,0.5820521
provid,0.083568156,0.08358188,0.58187556,0.08349276,0.08358984,0.08389181
creativ,0.08333999,0.08364061,0.083340086,0.08356147,0.08334038,0.58277744
doodl,0.08342819,0.5832206,0.08333772,0.08333785,0.08333788,0.08333777
world,0.08383836,0.5805041,0.08407167,0.084150575,0.08333834,0.084096916
doodl,0.08342858,0.5832202,0.083337724,0.08333786,0.08333789,0.08333778
glow,0.08333772,0.58319986,0.08333773,0.083337866,0.08333787,0.08344896
the,0.08446223,0.083688356,0.08414351,0.084217615,0.5789286,0.08455966
glow,0.08333772,0.5832007,0.08333773,0.083337866,0.08333787,0.08344811
art,0.0833409,0.08416479,0.08334099,0.5822887,0.083341286,0.08352338
game,0.08334355,0.084525555,0.0833436,0.08334403,0.08334401,0.58209926
full,0.08416832,0.08451265,0.08334371,0.08412924,0.08335326,0.58049285
pleasant,0.08335733,0.08457518,0.5819936,0.08335809,0.08335822,0.08335759
surpris,0.08336183,0.5831885,0.083361946,0.08336272,0.08336292,0.083362095
simplest,0.08336184,0.5831884,0.08336195,0.08336275,0.08336293,0.083362095
doodl,0.08342812,0.5832206,0.083337724,0.08333786,0.08333789,0.08333778
way,0.08367134,0.08456211,0.08403721,0.08355224,0.57988197,0.08429516
creat,0.08347118,0.08359931,0.08343443,0.5821076,0.08362863,0.083758846
glow,0.083337724,0.583199,0.08333774,0.08333787,0.08333788,0.08344974
mandala,0.08336182,0.58318853,0.08336194,0.0833627,0.083362915,0.08336209
magic,0.08354719,0.5829964,0.0833382,0.08333792,0.08333788,0.0834424
kaleidoscop,0.08336183,0.5831885,0.083361946,0.08336272,0.08336292,0.08336209
pattern,0.08356447,0.08382364,0.08334391,0.08334451,0.08516947,0.58075404
playback,0.08334548,0.582971,0.08334553,0.083345935,0.08334597,0.083646126
paint,0.08334451,0.08338472,0.083334535,0.08337255,0.08334058,0.5832231
process,0.08333814,0.08355208,0.08362669,0.083514884,0.083392404,0.5825758
cartoon,0.083340146,0.08364903,0.08334033,0.5826738,0.08334052,0.08365622
video,0.083415836,0.083770014,0.08333486,0.58217794,0.083845094,0.083456226
clip,0.08336206,0.5810465,0.083362125,0.0843758,0.08449061,0.08336288
glow,0.08333772,0.5832063,0.08333773,0.083337866,0.08333787,0.08344255
magic,0.083547436,0.58299613,0.0833382,0.08333791,0.08333787,0.08344243
brush,0.083335795,0.08343068,0.083335504,0.083406284,0.0833711,0.58312064
endless,0.08334545,0.58327174,0.08334551,0.08334586,0.08334593,0.083345555
beauti,0.08348799,0.5811542,0.08333763,0.08344544,0.08484829,0.083726406
color,0.08361127,0.083495766,0.08340198,0.08359953,0.08373876,0.5821527
get,0.08432279,0.084307544,0.085095316,0.08462015,0.57777494,0.08387924
joy,0.083361834,0.5831885,0.08336195,0.083362736,0.08336293,0.0833621
tri,0.08411391,0.08371434,0.08368942,0.083624646,0.084646545,0.5802111
dont,0.08439515,0.5819242,0.08334788,0.08334602,0.08334605,0.083640695
miss,0.58125097,0.08465341,0.08401338,0.08336086,0.083361,0.083360344
interest,0.08334158,0.580886,0.084290676,0.08358919,0.084551334,0.08334123
glow,0.083337724,0.5831992,0.08333774,0.08333787,0.08333788,0.08344957
doodl,0.08343068,0.58321804,0.083337724,0.08333786,0.08333789,0.08333778
art,0.08334091,0.08420332,0.083341,0.58224976,0.0833413,0.08352373
magic,0.08354812,0.5829955,0.08333819,0.0833379,0.08333787,0.08344245
down,0.083361834,0.5831885,0.08336195,0.083362736,0.08336293,0.083362095
load,0.08335593,0.08441054,0.08386245,0.083356574,0.08335664,0.5816579
now,0.083854996,0.5806768,0.08462323,0.08338683,0.08410093,0.083357215
your,0.084613435,0.5805106,0.08388642,0.08392934,0.08345943,0.08360078
safeti,0.08359892,0.58301806,0.08334558,0.083345905,0.08334591,0.083345614
privaci,0.0839963,0.58245367,0.08352642,0.08334129,0.08334126,0.083341084
import,0.08360315,0.08392911,0.08351783,0.08366963,0.08387571,0.58140457
us,0.08377901,0.580917,0.08348893,0.0846056,0.083382234,0.083827265
pleas,0.0835666,0.5811437,0.083953455,0.084350765,0.0834724,0.08351312
read,0.084233195,0.084089324,0.5812172,0.08379146,0.083334416,0.08333434
our,0.083598845,0.58188,0.08403355,0.083346,0.08379594,0.08334569
privaci,0.08393891,0.58251184,0.08352569,0.08334126,0.08334123,0.083341055
polici,0.08386272,0.084534965,0.5815282,0.08335825,0.0833583,0.08335754
app,0.08446702,0.08410864,0.5803317,0.0835312,0.08414782,0.08341362
accept,0.08334548,0.58327174,0.08334552,0.08334583,0.083345905,0.08334555
download,0.58118814,0.0836806,0.084646314,0.083572134,0.08334145,0.08357138
b,0.08422113,0.084255174,0.5780856,0.08437279,0.084673114,0.084392175
your,0.08461176,0.5805118,0.08388665,0.08392957,0.08345943,0.08360078
connect,0.083907604,0.08417288,0.08388931,0.0836233,0.580944,0.08346293
car,0.083334215,0.58273894,0.08385415,0.08333433,0.08340411,0.08333422
incardoc,0.08336203,0.58318746,0.08336222,0.08336293,0.083363086,0.083362296
pro,0.08446603,0.08363707,0.08359813,0.5810411,0.08385081,0.083406836
best,0.58079195,0.08395185,0.08374561,0.08347897,0.08440831,0.08362327
doctor,0.08335759,0.084504,0.58206457,0.08335807,0.08335825,0.08335753
car,0.083334215,0.58272046,0.083872534,0.08333433,0.083404206,0.08333422
check,0.08344084,0.5808221,0.08457158,0.08333863,0.08403279,0.08379403
engin,0.08345744,0.58259636,0.08348526,0.08354792,0.08333806,0.08357497
code,0.083392344,0.58221745,0.08385108,0.08342628,0.08343378,0.08367909
reader,0.5810948,0.083767064,0.08390086,0.084562816,0.083337136,0.083337314
diagnost,0.0833357,0.58291453,0.08368629,0.08333583,0.083335824,0.08339185
scanner,0.08333496,0.08406353,0.083816834,0.58154094,0.08340959,0.08383412
monitor,0.08334104,0.5832939,0.083341196,0.08334133,0.08334133,0.08334118
logbook,0.08333896,0.5833045,0.08333912,0.08333917,0.08333916,0.08333904
tool,0.08336087,0.08348091,0.08350841,0.08382685,0.08403031,0.58179265
read,0.08419343,0.08407692,0.58127093,0.083790004,0.08333441,0.083334334
real-tim,0.08343295,0.5831111,0.08344212,0.08333804,0.08333793,0.08333783
store,0.08363503,0.08427449,0.083457604,0.083687104,0.581543,0.08340273
diagnost,0.08333571,0.58289796,0.08370266,0.08333585,0.08333584,0.08339196
paramet,0.083334684,0.5832943,0.083335415,0.08333481,0.08333471,0.08336611
ecu,0.08335194,0.581766,0.08482446,0.08335267,0.08335276,0.08335217
obd-ii,0.08333899,0.5829673,0.08333907,0.08333915,0.08333919,0.08367628
compliant,0.0833621,0.5824348,0.0833623,0.083363,0.083363235,0.08411462
car,0.08333421,0.5827461,0.08384708,0.08333432,0.08340407,0.083334215
befor,0.083362065,0.5831873,0.083362274,0.08336296,0.083363116,0.08336231
purchas,0.08450624,0.5806589,0.08334138,0.08412927,0.08383643,0.083527744
pleas,0.08356578,0.5812321,0.08395006,0.08426768,0.08347194,0.08351251
check,0.08344118,0.58070624,0.08468243,0.08333865,0.08403576,0.08379576
car,0.083334215,0.5827369,0.08385618,0.08333433,0.083404124,0.08333422
obd2,0.083335645,0.5830721,0.083585,0.08333579,0.083335735,0.08333568
scanner,0.08333496,0.084055796,0.08381679,0.5815493,0.08340956,0.08383361
compat,0.08407223,0.5811832,0.08362486,0.08335208,0.083538115,0.08422954
version,0.08441584,0.08474819,0.084311165,0.08461804,0.57745117,0.084455594
incardocr,0.08336204,0.5831874,0.08336223,0.083362944,0.08336309,0.0833623
requir,0.0838967,0.5811864,0.08362962,0.08347235,0.083340645,0.084474266
elm327,0.0833358,0.5830294,0.08356831,0.083335936,0.083335906,0.08339462
compat,0.08407314,0.58117825,0.08362494,0.08335208,0.08353816,0.08423344
obd,0.08335097,0.084737584,0.580796,0.08335158,0.08335172,0.084412165
scanner,0.08333496,0.0840513,0.08381346,0.58156025,0.08340951,0.083830506
support,0.08420028,0.083831534,0.083521254,0.58104587,0.08352428,0.08387676
obd-ii,0.08333899,0.5829706,0.08333907,0.08333915,0.08333919,0.08367294
bluetooth,0.08345662,0.0845826,0.58044535,0.0835655,0.08408551,0.083864436
wifi,0.08334564,0.581726,0.08401893,0.08414736,0.08334609,0.08341596
kiwi,0.08335158,0.5830523,0.083539896,0.0833522,0.0833523,0.08335175
3,0.083772756,0.08362473,0.5821642,0.08354358,0.08355829,0.08333639
ble,0.08334105,0.5831025,0.0835326,0.08334133,0.08334133,0.08334113
v-gate,0.083351634,0.5830496,0.083542354,0.08335227,0.083352335,0.083351806
icar,0.083362035,0.58318734,0.08336224,0.08336294,0.08336309,0.08336232
3,0.08377254,0.08362484,0.58216435,0.08354357,0.0835583,0.08333639
ble,0.083341025,0.58312225,0.08351306,0.08334131,0.08334131,0.08334111
veepeak,0.083351895,0.58303696,0.083553925,0.08335252,0.08335263,0.0833521
ble,0.08334104,0.5831069,0.08352834,0.08334132,0.08334132,0.08334112
carista,0.08335153,0.5830545,0.08353792,0.08335213,0.08335224,0.0833517
vinli,0.08336206,0.5831871,0.08336234,0.083362974,0.08336313,0.08336234
gps-onli,0.08336202,0.5831875,0.08336222,0.083362915,0.08336308,0.083362274
demo,0.08334553,0.5825294,0.08334574,0.08334595,0.08378662,0.083646715
mode,0.57901406,0.084848456,0.08357546,0.08414741,0.08389679,0.08451784
read,0.08424092,0.08407745,0.58122164,0.083791226,0.08333441,0.083334334
incardoc.com,0.08336204,0.5831874,0.08336226,0.08336295,0.0833631,0.0833623
limit,0.08435072,0.5819923,0.08361904,0.08334595,0.08334596,0.08334602
function,0.08434677,0.084491864,0.083856374,0.08356632,0.08355492,0.58018374
avail,0.08425285,0.5791161,0.08424852,0.084579274,0.08343258,0.08437065
w/o,0.08336204,0.58318734,0.083362244,0.08336295,0.0833631,0.08336229
elm327,0.08333581,0.5830295,0.08356819,0.08333594,0.08333591,0.08339462
possibl,0.08334745,0.08403198,0.0833481,0.08334792,0.083872475,0.58205205
gp,0.08333787,0.5825318,0.08333791,0.0833379,0.08370994,0.08374453
mode,0.57905734,0.08480684,0.08357521,0.0841464,0.08389615,0.08451809
speed,0.08413034,0.58170635,0.08334211,0.083523944,0.08381966,0.0834776
altitud,0.08349909,0.5828536,0.08334123,0.083341345,0.083623566,0.083341144
pro,0.084521666,0.08363767,0.083598636,0.5809831,0.08385195,0.08340696
version,0.08450276,0.08483757,0.08438889,0.5768756,0.08484084,0.08455435
real,0.084478274,0.08439499,0.0833702,0.08335686,0.08335663,0.58104306
time,0.5800592,0.08437814,0.084295586,0.08366641,0.08369278,0.08390789
paramet,0.083334684,0.5832943,0.083335415,0.08333481,0.08333471,0.0833661
record,0.08345137,0.5824591,0.083462045,0.08341393,0.083818845,0.083394706
read,0.08418743,0.08408093,0.5812729,0.08378998,0.08333441,0.083334334
display,0.08425005,0.08461536,0.5797516,0.08371354,0.08432311,0.08334632
multipl,0.08357478,0.084166676,0.08381975,0.5803947,0.08441747,0.08362661
paramet,0.08333469,0.5832943,0.08333542,0.08333482,0.083334714,0.08336611
record,0.08345091,0.5824984,0.0834615,0.08341366,0.08378104,0.08339451
paramet,0.083334684,0.58329433,0.083335415,0.08333481,0.08333471,0.083366066
background,0.08408136,0.08411534,0.083479844,0.08349653,0.08349338,0.5813335
mode,0.57905483,0.08481131,0.08357523,0.08414639,0.08389617,0.084516086
view,0.083741315,0.08426805,0.08360292,0.0836882,0.5811305,0.08356906
record,0.08345134,0.58246225,0.08346198,0.08341391,0.08381584,0.08339469
paramet,0.083334684,0.5832943,0.083335415,0.08333481,0.08333471,0.08336608
trace,0.08334563,0.58206165,0.08334569,0.08334616,0.083346106,0.08455481
gp,0.08333789,0.5824969,0.083337925,0.083337925,0.08372582,0.083763555
trace,0.08334564,0.5820431,0.083345704,0.083346166,0.08334611,0.084573284
support,0.08420859,0.08383194,0.083521344,0.58103645,0.08352437,0.08387731
upload,0.08334136,0.08407592,0.083968565,0.083948575,0.08416474,0.58050084
server,0.08354054,0.08448045,0.08334357,0.08334318,0.5813961,0.08389617
extend,0.08334958,0.08455933,0.08352364,0.08337587,0.58184177,0.083349764
widget,0.5817249,0.08445424,0.08366165,0.08333958,0.083339386,0.083480254
fuel,0.08333788,0.5833055,0.08334257,0.08333807,0.08333804,0.08333795
economi,0.083339006,0.583168,0.08347556,0.083339185,0.083339155,0.083339065
acceler,0.08335162,0.58305085,0.08354117,0.08335223,0.083352335,0.08335181
overlay,0.08336208,0.58110124,0.08336239,0.084355816,0.08445513,0.08336337
present,0.08333622,0.58258224,0.0835618,0.08377668,0.08334265,0.08340038
economi,0.083339,0.58317935,0.08346429,0.08333918,0.08333915,0.08333906
data,0.0837286,0.58087647,0.08376655,0.08333614,0.083589666,0.084702596
applic,0.08416105,0.08446819,0.08390461,0.57900983,0.08368657,0.08476974
screen,0.5819263,0.08380808,0.08382987,0.08333757,0.08356999,0.08352815
car,0.08333421,0.58274746,0.08384573,0.08333432,0.083404064,0.083334215
diagnost,0.083335705,0.58291197,0.08368883,0.08333584,0.08333583,0.08339187
work,0.08404187,0.08364231,0.57969755,0.083854586,0.08390521,0.08485849
fault,0.08335178,0.58243555,0.08415574,0.083352454,0.08335255,0.08335198
code,0.083392344,0.58221793,0.08385118,0.08342628,0.08343378,0.08367848
obd2,0.083335645,0.58307165,0.0835855,0.08333579,0.083335735,0.08333568
scanner,0.08333496,0.084039934,0.083813,0.58157265,0.083409466,0.08382997
read,0.08420696,0.08407525,0.5812587,0.08379033,0.08333441,0.083334334
check,0.083441034,0.5807565,0.08463421,0.08333864,0.08403455,0.08379505
engin,0.08345732,0.5826001,0.0834849,0.08354615,0.08333807,0.08357346
mil,0.08336202,0.5831875,0.08336221,0.083362915,0.083363086,0.08336229
state,0.08335094,0.58199906,0.0835123,0.08335158,0.083351694,0.08443438
detail,0.58212364,0.083622016,0.08402918,0.08354306,0.08333933,0.08334279
relat,0.08362165,0.5826922,0.08346505,0.08333919,0.08354276,0.08333911
freez,0.08336202,0.5831875,0.08336224,0.083362915,0.08336308,0.08336227
frame,0.083347775,0.08400416,0.08367452,0.08388481,0.08334837,0.5817403
data,0.08374505,0.084847845,0.08378464,0.08333625,0.0836002,0.58068603
find,0.08373813,0.08340608,0.58139056,0.08344905,0.08464285,0.08337335
descript,0.08335193,0.5818917,0.08355139,0.08403857,0.08335269,0.08381372
clear,0.08333897,0.5827832,0.083339304,0.083339274,0.08333917,0.08386008
store,0.083635114,0.08428047,0.083457634,0.08368721,0.5815368,0.083402745
diagnost,0.0833357,0.58291966,0.083681166,0.08333583,0.083335824,0.083391815
troubl,0.08333894,0.5831695,0.08347416,0.08333917,0.08333914,0.08333905
code,0.08339243,0.5821957,0.08387168,0.08342642,0.08343393,0.08367988
dtc,0.08335078,0.08472525,0.58187,0.08335146,0.083351515,0.083350986
allow,0.08346887,0.08362976,0.08437666,0.08333991,0.0841919,0.5809929
store,0.08363561,0.08431666,0.08345782,0.083687805,0.5814993,0.08340284
share,0.08445213,0.084309876,0.08392945,0.5788412,0.08427874,0.0841886
diagnost,0.0833357,0.58291113,0.08368964,0.08333583,0.083335824,0.083391875
data,0.08374468,0.08481697,0.08378424,0.08333625,0.08359999,0.58071786
look,0.08344927,0.08380646,0.083710715,0.08348466,0.084525175,0.58102375
profession,0.08333794,0.08353251,0.08333816,0.08348705,0.582404,0.0839003
service/repair,0.083362,0.58318764,0.08336221,0.083362885,0.08336306,0.08336225
assist,0.08399391,0.5823298,0.083345816,0.083345935,0.08334596,0.08363858
pleas,0.08356671,0.58113,0.083952986,0.08436461,0.08347246,0.0835132
note,0.08427205,0.5814007,0.08353749,0.08375704,0.08359737,0.08343536
support,0.08420914,0.08383183,0.083521344,0.5810362,0.08352437,0.08387715
paramet,0.083334684,0.5832943,0.083335415,0.08333481,0.08333471,0.083366096
ecu\,0.08336202,0.58318746,0.083362244,0.08336292,0.083363086,0.08336228
's,0.08468363,0.08450973,0.084103264,0.5784421,0.08391701,0.08434427
specifi,0.08335771,0.08451832,0.5812223,0.08418543,0.08335829,0.08335799
obd-ii,0.08333899,0.5829713,0.08333907,0.08333915,0.08333919,0.0836723
standard,0.083743304,0.58217996,0.08355876,0.08335282,0.08335284,0.0838123
engin,0.0834572,0.58260274,0.083484754,0.08354543,0.08333807,0.0835718
emiss,0.08335183,0.5830409,0.0835503,0.08335244,0.08335254,0.08335201
system,0.08339894,0.083644375,0.08408144,0.08334063,0.08358718,0.5819474
real-tim,0.08342797,0.583122,0.08343625,0.08333802,0.08333792,0.08333781
paramet,0.08333469,0.5832943,0.08333542,0.08333482,0.083334714,0.0833661
read,0.08418892,0.084074125,0.58127844,0.08378979,0.08333441,0.083334334
real-tim,0.0834301,0.58311605,0.08344008,0.08333803,0.083337925,0.08333782
engin,0.0834573,0.58260036,0.083484955,0.08354619,0.08333806,0.083573155
vehicl,0.08333563,0.58304155,0.08348929,0.08333568,0.08333572,0.08346214
obd2,0.083335645,0.5830754,0.08358177,0.08333579,0.083335735,0.08333568
paramet,0.083334684,0.5832943,0.083335415,0.08333481,0.08333471,0.08336609
pid,0.08334176,0.58326983,0.083362475,0.08334204,0.083342075,0.083341844
car,0.08333421,0.5827274,0.08386575,0.08333432,0.08340416,0.083334215
sensor,0.083341636,0.5824464,0.08418624,0.08334199,0.08334198,0.08334175
speed,0.08414886,0.58168626,0.08334212,0.08352414,0.08382092,0.083477736
rotat,0.083604306,0.08358043,0.08333891,0.083339155,0.08374596,0.58239126
rpm,0.08334551,0.5829944,0.083622515,0.083345965,0.083346,0.08334567
coolant,0.08336202,0.58318746,0.083362214,0.08336292,0.08336308,0.08336228
temperatur,0.08334105,0.5823744,0.08407497,0.08334148,0.083341405,0.08352668
pressur,0.08334101,0.58310854,0.08334113,0.08334133,0.0833413,0.08352668
O2,0.08336205,0.58318734,0.08336225,0.08336296,0.08336311,0.08336231
oxygen,0.08336201,0.5831875,0.0833622,0.08336291,0.08336307,0.08336228
sensor,0.08334161,0.582507,0.084125675,0.08334198,0.08334196,0.08334173
multipl,0.08357492,0.08416767,0.08382008,0.58037895,0.08443162,0.0836268
pid,0.08334176,0.58326983,0.083362475,0.08334204,0.083342075,0.083341844
avail,0.084250174,0.5791579,0.08424574,0.084549695,0.08343246,0.084364064
chart,0.08334458,0.5808776,0.084247924,0.084185325,0.083359286,0.083985254
draw,0.08334234,0.08343285,0.083334684,0.08368223,0.08333487,0.582873
analog/digit,0.08336204,0.58318734,0.083362274,0.083362974,0.08336311,0.08336229
widget,0.5817996,0.0843808,0.08366073,0.083339565,0.08333936,0.08347988
present,0.08333623,0.5825682,0.0835623,0.083790116,0.083342664,0.08340047
pleas,0.08356572,0.5812369,0.08394903,0.084263965,0.08347191,0.08351246
note,0.08426234,0.5814109,0.0835374,0.083756804,0.08359725,0.08343531
exact,0.08336206,0.5831873,0.08336228,0.08336295,0.083363116,0.08336232
list,0.084194176,0.083499566,0.08342042,0.58169806,0.083843626,0.08334411
scan,0.083334886,0.08339883,0.08350201,0.58198035,0.08354043,0.084243506
obd2,0.083335645,0.5830743,0.08358288,0.08333579,0.083335735,0.08333568
paramet,0.083334684,0.58329433,0.083335415,0.08333481,0.08333471,0.08336606
depend,0.083362445,0.58180726,0.08402737,0.083363056,0.08336322,0.08407661
car,0.083334215,0.5827355,0.08385762,0.08333433,0.08340413,0.08333422
make/model/year,0.08336205,0.58318734,0.08336224,0.083362944,0.08336309,0.0833623
econom,0.08336195,0.5824682,0.08336219,0.083363,0.08336312,0.084081545
trip,0.08333603,0.083608,0.58304787,0.08333618,0.08333594,0.08333594
comput,0.083337374,0.084013015,0.08343154,0.083873674,0.0833376,0.5820068
mode,0.084873505,0.5789857,0.083575696,0.08414835,0.08389741,0.08451936
present,0.083336234,0.58253795,0.08356594,0.083816536,0.08334269,0.08340065
track,0.083735146,0.08366848,0.5815218,0.08366706,0.08388804,0.08351945
car,0.083334215,0.5827489,0.08384424,0.08333433,0.083404064,0.08333422
fuel,0.08333788,0.5833055,0.08334257,0.08333807,0.08333804,0.08333795
economy/consumpt,0.08336204,0.58318734,0.08336222,0.08336295,0.08336309,0.08336231
present,0.08333623,0.5825824,0.08356182,0.08377649,0.08334266,0.08340039
in-driv,0.08336204,0.5831874,0.08336224,0.083362944,0.08336309,0.083362296
instant,0.08335145,0.0841532,0.0843363,0.08335171,0.5808737,0.08393364
averag,0.083362006,0.5831875,0.083362184,0.0833629,0.08336306,0.08336227
mpg,0.08336202,0.58318746,0.08336227,0.08336291,0.083363086,0.083362274
well,0.08334139,0.08415592,0.08378444,0.08403824,0.5809492,0.083730824
per,0.083341055,0.5827578,0.083341375,0.08360174,0.08361671,0.08334136
trip,0.08333604,0.08360669,0.58304924,0.08333619,0.08333595,0.08333595
per,0.08334105,0.58276564,0.08334137,0.08359787,0.08361271,0.08334135
day,0.58056235,0.08370621,0.0847551,0.08399547,0.083639026,0.08334183
statist,0.08398001,0.08434268,0.08398232,0.083341986,0.0833419,0.5810111
pleas,0.083565824,0.58122617,0.08394939,0.0842741,0.08347197,0.083512545
note,0.084279515,0.5813929,0.08353755,0.08375722,0.08359746,0.08343539
featur,0.08427394,0.083578095,0.08405759,0.08399713,0.08452667,0.5795666
avail,0.084249884,0.579161,0.08424556,0.08454661,0.08343245,0.08436455
appropri,0.08336202,0.5831875,0.083362184,0.08336294,0.08336308,0.083362296
obd2,0.083335645,0.58307445,0.0835827,0.08333579,0.083335735,0.08333568
economi,0.08333901,0.5831659,0.08347768,0.08333919,0.08333916,0.08333907
paramet,0.083334684,0.5832943,0.083335415,0.08333481,0.08333471,0.083366096
maf,0.08336204,0.5831874,0.08336228,0.08336293,0.08336311,0.083362296
map+iat+rpm,0.083362095,0.5831871,0.08336234,0.083362974,0.083363146,0.08336237
support,0.08420369,0.08383176,0.08352129,0.5810417,0.08352432,0.08387721
car,0.083334215,0.58273953,0.08385358,0.08333433,0.08340411,0.08333422
for,0.5802335,0.084002495,0.08393807,0.08374216,0.084397346,0.083686374
correct,0.08334441,0.08383711,0.083345845,0.08334477,0.083858326,0.58226955
calcul,0.08396944,0.5818528,0.08336234,0.083362974,0.08336315,0.08408929
may,0.08334216,0.08433664,0.5820087,0.08362798,0.0833424,0.08334212
need,0.08362802,0.08373285,0.08421841,0.5807728,0.083793715,0.083854206
enter,0.0838619,0.08449422,0.5809712,0.08335816,0.08335827,0.0839563
engin,0.08345721,0.58260196,0.0834849,0.08354587,0.08333805,0.08357196
displac,0.083362065,0.5831873,0.083362244,0.08336296,0.083363116,0.08336234
cubic,0.08336202,0.58318746,0.08336222,0.08336294,0.08336308,0.08336227
cm,0.08336205,0.58318734,0.08336227,0.08336294,0.08336311,0.08336232
volumetr,0.083362035,0.58318734,0.08336227,0.08336294,0.08336309,0.083362296
effici,0.08334875,0.084096506,0.58213997,0.08334907,0.083349146,0.08371657
default,0.08396996,0.5818598,0.08336222,0.08336295,0.08336319,0.08408181
80,0.08336332,0.58251834,0.08402976,0.0833631,0.08336318,0.08336233
other,0.083816335,0.58223456,0.08336525,0.083339825,0.0833397,0.083904326
logbook,0.08333896,0.5833045,0.08333912,0.08333917,0.083339155,0.08333904
note,0.08430387,0.5813674,0.083537765,0.08375776,0.08359774,0.083435476
fuel,0.08333788,0.5833055,0.08334257,0.08333807,0.08333804,0.08333795
servic,0.083439134,0.08397185,0.5821062,0.083336346,0.08351158,0.0836349
record,0.083450936,0.5824964,0.08346152,0.083413675,0.083782926,0.08339453
car,0.083334215,0.5827489,0.08384428,0.08333433,0.083404064,0.08333422
mainten,0.08336211,0.5825194,0.084029816,0.08336307,0.08336317,0.08336242
diagnost,0.0833357,0.58291095,0.083689794,0.08333583,0.083335824,0.083391875
gp,0.083337896,0.58248407,0.08333793,0.08333793,0.08372341,0.083778754
paramet,0.083334684,0.5832942,0.083335415,0.08333481,0.08333471,0.08336612
speed,0.08412695,0.58171,0.083342105,0.083523914,0.08381954,0.083477564
altitud,0.08349913,0.58285135,0.08334125,0.08334135,0.083625756,0.08334115
regist,0.08336266,0.5818099,0.08402616,0.08336297,0.08336317,0.08407515
upload,0.08334136,0.08406886,0.08396806,0.08394699,0.08417122,0.5805035
data,0.08372851,0.58088315,0.08376646,0.08333613,0.083589606,0.08469616
web,0.083615154,0.08433234,0.08333912,0.08333938,0.581668,0.083706
consol,0.08336201,0.5831875,0.083362184,0.083362885,0.08336306,0.08336228
mode,0.08473425,0.57913935,0.08357479,0.08414431,0.08389492,0.08451236
advanc,0.08386522,0.083814986,0.08390998,0.08436736,0.57964486,0.08439757
user,0.08333685,0.08345907,0.084235854,0.08333737,0.08345969,0.58217114
direct,0.083454005,0.58267653,0.083465196,0.08352411,0.08354117,0.08333903
obd2,0.08333565,0.58307195,0.08358517,0.083335795,0.08333574,0.08333569
elm327,0.0833358,0.5830298,0.08356793,0.083335936,0.083335906,0.08339461
command,0.0835983,0.5817283,0.0836198,0.08435941,0.08334842,0.08334574
send,0.08441803,0.08351646,0.08357041,0.0834895,0.58141524,0.08359036
custom,0.58164644,0.08341269,0.08404269,0.08361184,0.08363616,0.083650224
configur,0.083830476,0.083523646,0.08333777,0.58248794,0.08348219,0.08333801
non-standard,0.083362065,0.58318716,0.0833623,0.083362974,0.08336312,0.08336233
paramet,0.08333469,0.58329433,0.08333542,0.08333482,0.083334714,0.083366044
protocol,0.08336206,0.58318734,0.08336226,0.08336295,0.08336311,0.08336231
site,0.08334304,0.08441036,0.08355873,0.08334334,0.58175427,0.083590254
avoid,0.083348714,0.08408528,0.08334882,0.083349384,0.08340592,0.58246183
simultan,0.0833485,0.08411279,0.083348535,0.083350144,0.58249134,0.0833487
run,0.08359855,0.5822239,0.083345816,0.08334605,0.08334605,0.08413966
multipl,0.083574794,0.08416683,0.08381976,0.58039415,0.08441781,0.08362663
obd-ii,0.08333899,0.58296597,0.08333907,0.08333915,0.08333919,0.08367759
read,0.0841933,0.08407559,0.5812723,0.08379005,0.083334416,0.08333434
app,0.08450536,0.084110044,0.5802893,0.08353148,0.08415009,0.08341373
sure,0.08373124,0.5813638,0.083543494,0.08400204,0.084004514,0.08335492
app,0.084456414,0.08410757,0.5803448,0.08353111,0.08414652,0.083413586
keep,0.08393829,0.08363032,0.083598286,0.08333897,0.5818474,0.083646685
live,0.08483633,0.58118176,0.08364937,0.08334615,0.083346024,0.08364037
bluetooth/wifi,0.083362065,0.5831872,0.08336229,0.08336299,0.08336312,0.08336232
connect,0.08390725,0.0841801,0.08388926,0.08362339,0.580937,0.08346295
